Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
mug,Mug,"Whether you're drinking your morning coffee, your evening tea, or something in between – this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher.<br>
<br>
• Ceramic<br>
• Dishwasher and microwave safe<br>
• White and glossy",Reptilinks,,"Apparel, spo-disabled",TRUE,Size,11oz,,,,,'5698734,369,,deny,printful,19.00,0.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-2351837d.jpg?v=1537759513,1,Mug - Reptilinks,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-2351837d.jpg?v=1537759513,oz,,
mug,,,,,,,,15oz,,,,,'5221443,454,,deny,printful,24.00,0.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-601909d1.jpg?v=1537759513,2,Mug - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-601909d1.jpg?v=1537759513,oz,,
iphone-case,iPhone Case,"This sleek iPhone case protects your phone from scratches, dust, oil, and dirt. It has a solid back and flexible sides that make it easy to take on and off, with precisely aligned port openings. <br>
<br>
• Hybrid Thermoplastic Polyurethane (TPU) and Polycarbonate (PC) material<br>
• Solid polycarbonate back<br>
• Flexible, see-through polyurethane sides<br>
• .5 mm raised bezel<br>",Reptilinks,,"Apparel, spo-disabled",TRUE,Size,iPhone 6 Plus/6s Plus,,,,,'6040312,20,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-b7fb384c.jpg?v=1537759509,1,iPhone Case - Reptilinks,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-b7fb384c.jpg?v=1537759509,oz,,
iphone-case,,,,,,,,iPhone 6/6s,,,,,'3140590,14,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-150f3343.jpg?v=1537759509,2,iPhone Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-150f3343.jpg?v=1537759509,oz,,
iphone-case,,,,,,,,iPhone 7 Plus/8 Plus,,,,,'3154742,20,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d4b2f0c0.jpg?v=1537759509,3,iPhone Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d4b2f0c0.jpg?v=1537759509,oz,,
iphone-case,,,,,,,,iPhone 7/8,,,,,'7464344,14,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-004e9c3f.jpg?v=1537759509,4,iPhone Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-0440fcb0.jpg?v=1537759509,oz,,
iphone-case,,,,,,,,iPhone X,,,,,'2398025,26,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-0440fcb0.jpg?v=1537759509,5,iPhone Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-1c043601.jpg?v=1537759509,oz,,
iphone-case,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-fdc1f977.jpg?v=1537759509,6,iPhone Case - Reptilinks,,,,,,,,,,,,,,,,,,,,
iphone-case,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-1c043601.jpg?v=1537759509,7,iPhone Case - Reptilinks,,,,,,,,,,,,,,,,,,,,
iphone-case,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-93eebd83.jpg?v=1537759509,8,iPhone Case - Reptilinks,,,,,,,,,,,,,,,,,,,,
samsung-case-1,Samsung Case,"This sleek Samsung case protects your phone from scratches, dust, oil, and dirt. It has a solid back and flexible sides that make it easy to take on and off, with precisely aligned cuts and holes. <br>
<br>
• Hybrid Thermoplastic Polyurethane (TPU) and Polycarbonate (PC) material<br>
• Solid polycarbonate back<br>
• Flexible polyurethane sides<br>
• .5 mm raised bezel<br>
• See-through sides",Reptilinks,,spo-disabled,TRUE,Size,Samsung Galaxy S7,,,,,'6435257,23,,deny,printful,19.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-e2e1c26a.jpg?v=1537759552,1,Samsung Case - Reptilinks,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-e2e1c26a.jpg?v=1537759552,oz,,
samsung-case-1,,,,,,,,Samsung Galaxy S7 Edge,,,,,'4639546,27,,deny,printful,19.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-7242830d.jpg?v=1537759552,2,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-7242830d.jpg?v=1537759552,oz,,
samsung-case-1,,,,,,,,Samsung Galaxy S8,,,,,'3354128,23,,deny,printful,19.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-676aac73.jpg?v=1537759552,3,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-676aac73.jpg?v=1537759552,oz,,
samsung-case-1,,,,,,,,Samsung Galaxy S8+,,,,,'8944069,27,,deny,printful,19.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-acbad84f.jpg?v=1537759552,4,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-acbad84f.jpg?v=1537759552,oz,,
samsung-case-1,,,,,,,,Samsung Galaxy S9,,,,,'8367461,23,,deny,printful,19.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-a3611861.jpg?v=1537759552,5,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-a3611861.jpg?v=1537759552,oz,,
samsung-case-1,,,,,,,,Samsung Galaxy S9+,,,,,'3950773,27,,deny,printful,19.95,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-26f98e74.jpg?v=1537759552,6,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-26f98e74.jpg?v=1537759552,oz,,
short-sleeve-t-shirt,Short Sleeve T-shirt,"This t-shirt is comfortable, soft, lightweight, and form-fitting. It's an ideal staple for any wardrobe!<br>
<br>
• 100% combed ring-spun cotton (Heather colors contain polyester)<br>
• Fabric weight: 4.3 oz (146 g/m2)<br>
• Pre-shrunk<br>
<p><strong>Size guide</strong></p><div class=""table-responsive dynamic"" data-unit-system=""imperial""><table cellpadding=""5""><tbody>
<tr>
<td> </td>
<td><strong>XS</strong></td>
<td><strong>S</strong></td>
<td><strong>M</strong></td>
<td><strong>L</strong></td>
<td><strong>XL</strong></td>
<td><strong>2XL</strong></td>
<td><strong>3XL</strong></td>
</tr>
<tr>
<td><strong>Body Length (inches) </strong></td>
<td>27</td>
<td>28</td>
<td>29</td>
<td>30</td>
<td>31</td>
<td>32</td>
<td>33</td>
</tr>
<tr>
<td><strong>Body Width (inches) </strong></td>
<td>17 ½</td>
<td>19</td>
<td>20 ½</td>
<td>22</td>
<td>24</td>
<td>26</td>
<td>28</td>
</tr>
</tbody></table></div>",Reptilinks,,"Apparel, spo-disabled, T-Shirt",TRUE,Color,White,Size,XS,,,'9961771,128,,deny,printful,24.50,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,1,Short Sleeve T-shirt - Reptilinks,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,White,,S,,,'3221709,133,,deny,printful,24.50,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,2,Short Sleeve T-shirt - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,White,,M,,,'5574307,162,,deny,printful,24.50,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,3,Short Sleeve T-shirt - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,White,,L,,,'7738827,170,,deny,printful,24.50,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,4,Short Sleeve T-shirt - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,White,,XL,,,'5092702,187,,deny,printful,24.50,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,5,Short Sleeve T-shirt - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,White,,2XL,,,'9457466,201,,deny,printful,27.00,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,6,Short Sleeve T-shirt - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,White,,3XL,,,'3220717,213,,deny,printful,29.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-88150901.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Black,,XS,,,'6434818,128,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Black,,S,,,'8049264,133,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Black,,M,,,'4324318,162,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Black,,L,,,'5060070,170,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Black,,XL,,,'8042461,187,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Black,,2XL,,,'6907861,201,,deny,printful,27.00,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Black,,3XL,,,'9183980,213,,deny,printful,29.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-156aced3.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Heather Grey,,XS,,,'5253708,128,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Heather Grey,,S,,,'9903068,133,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Heather Grey,,M,,,'1251288,162,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Heather Grey,,L,,,'4148113,170,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Heather Grey,,XL,,,'9925208,187,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Heather Grey,,2XL,,,'6715522,201,,deny,printful,27.00,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Heather Grey,,3XL,,,'3760774,213,,deny,printful,29.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-51cdcb37.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Royal Blue,,XS,,,'9998555,128,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Royal Blue,,S,,,'3027989,133,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Royal Blue,,M,,,'6438963,162,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Royal Blue,,L,,,'9448536,170,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Royal Blue,,XL,,,'5416369,187,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Royal Blue,,2XL,,,'8093281,201,,deny,printful,27.00,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Royal Blue,,3XL,,,'6410359,213,,deny,printful,29.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-d8500dcb.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Gold,,XS,,,'1725230,128,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Gold,,S,,,'9770568,133,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Gold,,M,,,'8753504,162,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Gold,,L,,,'1687001,170,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Gold,,XL,,,'2992278,187,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Gold,,2XL,,,'4327811,201,,deny,printful,27.00,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Gold,,3XL,,,'8425829,213,,deny,printful,29.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-de889f7f.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Red,,XS,,,'7084980,128,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Red,,S,,,'3785277,133,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Red,,M,,,'1646547,162,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Red,,L,,,'3519798,170,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Red,,XL,,,'1834542,187,,deny,printful,24.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Red,,2XL,,,'4970865,201,,deny,printful,27.00,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,oz,,
short-sleeve-t-shirt,,,,,,,,Red,,3XL,,,'7579868,213,,deny,printful,29.50,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup-010961a5.jpg?v=1537759553,oz,,
samsung-case,Samsung Case,"This sleek Samsung case protects your phone from scratches, dust, oil, and dirt. It has a solid back and flexible sides that make it easy to take on and off, with precisely aligned cuts and holes. <br>
<br>
• Hybrid Thermoplastic Polyurethane (TPU) and Polycarbonate (PC) material<br>
• Solid polycarbonate back<br>
• Flexible polyurethane sides<br>
• .5 mm raised bezel<br>
• See-through sides",Reptilinks,,spo-disabled,TRUE,Size,Samsung Galaxy S7 Edge,,,,,'8841215,27,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S9.jpg?v=1537759551,1,Samsung Case - Reptilinks,FALSE,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S7.jpg?v=1537759551,oz,,
samsung-case,,,,,,,,Samsung Galaxy S8,,,,,'8094468,23,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S9_696a3d70-d2ed-4da1-abe0-4f92beeabd52.jpg?v=1537759551,2,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S7-Edge.jpg?v=1537759551,oz,,
samsung-case,,,,,,,,Samsung Galaxy S8+,,,,,'7920611,27,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S8.jpg?v=1537759551,3,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S8.jpg?v=1537759551,oz,,
samsung-case,,,,,,,,Samsung Galaxy S9,,,,,'2223128,23,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S7-Edge.jpg?v=1537759551,4,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S9_696a3d70-d2ed-4da1-abe0-4f92beeabd52.jpg?v=1537759551,oz,,
samsung-case,,,,,,,,Samsung Galaxy S9+,,,,,'8760832,27,,deny,printful,19.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S7.jpg?v=1537759551,5,Samsung Case - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/mockup_Case-on-phone_Case-on-phone_Samsung-Galaxy-S9_696a3d70-d2ed-4da1-abe0-4f92beeabd52.jpg?v=1537759551,oz,,
custom-options-for-chicken-rabbit,Custom options for Chicken & Rabbit,,Reptilinks,mw_product_option,spo-disabled,TRUE,Title,Default Title,,,,,,0,,deny,manual,40.00,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,
custom-options-for-chicken-8-12-g-40-links,Custom options for Chicken - 8-12 g (40 links),,Reptilinks,mw_product_option,spo-disabled,TRUE,Title,Default Title,,,,,,0,,deny,manual,4.80,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,
custom-options-for-chicken-8-12-g-40-links-2,Custom options for Chicken - 8-12 g (40 links),,Reptilinks,mw_product_option,spo-disabled,TRUE,Title,Default Title,,,,,,0,,deny,manual,4.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,
custom-options-for-chicken-8-12-g-40-links-1,Custom options for Chicken - 8-12 g (40 links),,Reptilinks,mw_product_option,spo-disabled,TRUE,Title,Default Title,,,,,,0,,deny,manual,4.99,,FALSE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,
mix-in-1-dozen-quail-eggs-directly-into-the-links-1,Mix in 1-dozen quail eggs directly into the links!,"<strong>***This is a hidden product used with the Product Options application, Please do not delete this product.***</strong>",Reptilinks,OPTIONS_HIDDEN_PRODUCT,"OPTIONS_HIDDEN_PRODUCT, spo-disabled",TRUE,Title,checked,,,,,,0,,deny,manual,4.80,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,
mix-in-1-dozen-quail-eggs-directly-into-the-links,Mix in 1-dozen quail eggs directly into the links!,"<strong>***This is a hidden product used with the Product Options application, Please do not delete this product.***</strong>",Reptilinks,OPTIONS_HIDDEN_PRODUCT,"OPTIONS_HIDDEN_PRODUCT, spo-disabled",TRUE,Title,checked,,,,,,0,,deny,manual,4.80,,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,
button-quail-chicks-whole-animal-vacuum-sealed,"Button Quail Chicks (whole animal, vacuum sealed)","<p><span>Button Quail are native to the continents of Asia and Africa.  Due to their small size and ground nesting habit, button quail and their eggs are an important food source for many small reptiles and the young of many larger reptile species.  Reptilinks now carries, fresh frozen, whole, day old button quail chicks! You won’t see these offered by other reptile food suppliers! Button eggs are are 1/4-1/2 the size and weight of traditional quail eggs and that means the babies are tiny!  Weighing in at an average of only 3 grams, these highly nutritious, small chicks are perfect for many baby snakes as well as adult snakes, baby or juvenile lizards, and frogs. Many keepers and breeders will find these a great asset compared to pinky mice because they have feathers and bone structure even at a day old! This means no more loose stools! Many reptiles will enthusiastically accept quail but not mice at the early stages of life but traditional quail are too big. Not anymore! Happy feedings! </span></p>",vendor-unknown,,"Carnivore, spo-enabled",TRUE,Size,3 g (50 chicks),,,,,RLBQ3,0,shopify,continue,manual,32.50,0.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/button-quail-chicks-babies5.jpg?v=1527477857,1,"Button Quail Chicks (whole animal, vacuum sealed) - Reptilinks",FALSE,,"Day old chicken chicks, locally raised in Ohio. &nbsp;Chicks are frozen and shipped on dry ice.  ",,,,,,,,,,,,,,,lb,,
