Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
pet-store-starter-pack-1,Pet Store Starter Pack,"<p>The Pet Store Starter Pack is the perfect way to stock your business with all the Reptilinks essentials!</p>
<p> </p>
<table>
<tbody>
<tr>
<td style=""width: 561.75px;"">
<p><b>ITEM</b></p>
</td>
<td style=""width: 41.265625px;"">
<p><b>QTY-Unit</b></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<p><b>Rabbit Micro Links----------------------------------------------------------------------------</b></p>
<p><span style=""font-weight: 400;"">0.5-1 g (50 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<p><b>Rabbit Mini Links------------------------------------------------------------------------------ </b></p>
<p><span style=""font-weight: 400;"">3 g (50 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<p><b>Rabbit------------------------------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">8-12 g (50 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Rabbit------------------------------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">25 g (20 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Rabbit------------------------------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">50 g short (10 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Rabbit-------------------------------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">100 g (5 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Rabbit, Fruits &amp; Veggies----------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">8-12 g (50 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Rabbit, Fruits &amp; Veggies----------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">25 g (20 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Rabbit, Fruits &amp; Veggies----------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">50 g short (10 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Rabbit, Fruits &amp; Veggies----------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">100 g (5 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Chicken------------------------------------------------------------------------------------------ </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">16-20 g (30 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Chicken------------------------------------------------------------------------------------------ </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">50 g long (10 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Chicken------------------------------------------------------------------------------------------ </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">75 g (7 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Chicken, Fruits &amp; Veggies--------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">16-20 (30 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<br>
<p><b>Chicken, Fruits &amp; Veggies--------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">50 g long (10 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
<tr>
<td style=""width: 561.75px;""></td>
<td style=""width: 41.265625px;"">
<br><br>
</td>
</tr>
<tr>
<td style=""width: 561.75px;"">
<p><b>Chicken, Fruits &amp; Veggies--------------------------------------------------------------------- </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">75 g (7 links)</span></p>
<br>
<p><b>50/50 Omnivore blend for Beardies (50 links, 8-12g each)----------------------------------                                                         </b><span style=""font-weight: 400;""> </span></p>
<p><span style=""font-weight: 400;"">8-12 g (50 links)</span></p>
</td>
<td style=""width: 41.265625px;"">
<p><span style=""font-weight: 400;"">1</span></p>
<br><br>
<p><span style=""font-weight: 400;"">1</span></p>
</td>
</tr>
</tbody>
</table>",Reptilinks,,spo-disabled,TRUE,Title,Default Title,,,,,PSSP,1361,,deny,manual,364.00,473.20,TRUE,FALSE,,,,,FALSE,,,,,,,,,,,,,,,,,lb,,
copy-of-reptilinks-snap-back-one-size-fits-all-hat,Reptilinks Flex-Fit Hat,High quality embroidered Reptilinks Flex-Fit<span>™</span> hat.  Chose from SM/M or LG/XL for the perfect fit!,vendor-unknown,,spo-disabled,TRUE,Size,S/M,,,,,RLHATFFSM,0,shopify,deny,manual,30.00,30.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/reptilinks_flex_fit_hat.jpg?v=1527477880,1,Reptilinks Flex-Fit Hat - Reptilinks,FALSE,,,,,,,,,,,,,,,,,lb,,
copy-of-reptilinks-snap-back-one-size-fits-all-hat,,,,,,,,LG/XL,,,,,RLHATFFMD,0,shopify,deny,manual,30.00,30.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,lb,,
reptilinks-snap-back-one-size-fits-all-hat,Reptilinks Snap-Back One Size Fits all Hat,High quality embroidered Reptilinks snapback hat.  One size fits all!,vendor-unknown,,spo-disabled,TRUE,Title,Default Title,,,,,RLHATSB,0,shopify,deny,manual,30.00,30.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/reptilinks_snapback_hat.jpg?v=1527477882,1,Reptilinks Snap-Back One Size Fits all Hat - Reptilinks,FALSE,,,,,,,,,,,,,,,,,lb,,
african-soft-fur-asf-juice,African Soft Fur (ASF) Juice,"<p>African Soft Fur Rat (ASF) scented liquid. All natural with no dyes or preservatives. A must-have when transitioning ASF specialists such as ball pythons.  Also elicits feeding response for many other species, and helps transition to frozen/thawed. Species-proven to elicit greater feeding responses every time!</p>
<p>*Keep frozen and thaw minimially as needed*</p>",vendor-unknown,Scenting,"ASF, spo-disabled",TRUE,Size,1 oz,,,,,RLASFJU1,0,,deny,manual,29.99,29.99,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/ASF_scent_juice.jpg?v=1527477853,1,African Soft Fur (ASF) Juice - Reptilinks,FALSE,,White Crappie fish scented liquid. All natural with no dyes or preservatives. &nbsp;A must-have when transitioning fish specialists. &nbsp;Species-proven to elicit greater feeding responses every time! &nbsp;*Keep frozen and thaw minimially as needed*,,,,,,,,,,,,,,,lb,,
african-soft-fur-asf-juice,,,,,,,,2 oz,,,,,RLASFJU2,0,,deny,manual,39.99,39.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,lb,,
iguana-meat-micro-and-mini-links,Iguana Meat Micro and Mini Links,"<p><span>Perfect for hatchling and neonates, and juvenile or adults of the smallest species! The micro links are smaller than pinky mice, and the mini links are the size of pinky mice. </span><strong>Per gram weight, these links are over twice the calories as pinkies!</strong></p>
<p>Ingredients: Iguana meat (entire carcass some feces removed), 100% natural alginate casing.</p>",vendor-unknown,,spo-disabled,TRUE,Link Size,0.5-1 g (50 links),,,,,RLIGMICRO,0,,continue,manual,34.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/b381b9f78fc22c191800d5847c52ba2e_b7af338e-5757-4490-805a-b37a482d428a.jpg?v=1527477867,1,Iguana Meat Micro and Mini Links - Reptilinks,FALSE,,"Perfect for hatchling and neonates, and juvenile or adults of the smallest species!&nbsp; The micro links are smaller than pinky mice, and the mini links are the size of pinky mice. &nbsp;Per gram weight, these links are over twice the calories as pinkies! &nbsp;We have yet to have a western or eastern hognose snake refuse a frog link, including those that have been fasting and/or refusing pinkies!",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/b381b9f78fc22c191800d5847c52ba2e_b7af338e-5757-4490-805a-b37a482d428a.jpg?v=1527477867,lb,,
iguana-meat-micro-and-mini-links,,,,,,,,3 g (50 links),,,,,RLIGMINI,0,shopify,continue,manual,34.99,,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/hognose_snake_eating_70889a71-644a-4342-bcaa-8e016dc9f619.jpg?v=1527477867,2,Iguana Meat Micro and Mini Links - Reptilinks,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/b381b9f78fc22c191800d5847c52ba2e_b7af338e-5757-4490-805a-b37a482d428a.jpg?v=1527477867,lb,,
iguana-meat,Iguana Meat,"<p>Ingredients: Iguana Meat (includes entire animal with some feces removed), 100% natural collagen casing.</p>",vendor-unknown,,"Carnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLIG8,0,shopify,deny,manual,35.99,0.00,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,1,Iguana Meat - Reptilinks,FALSE,,"1/2 kg bundle&nbsp;(varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,lb,,
iguana-meat,,,,,,,,16-20 (24 links),,,,,RLIG16,0,shopify,deny,manual,35.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,lb,,
iguana-meat,,,,,,,,25 g (20 links),,,,,RLIG25,0,shopify,deny,manual,35.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,lb,,
iguana-meat,,,,,,,,50 g short  (10 links),,,,,RLIG50S,0,shopify,deny,manual,35.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,lb,,
iguana-meat,,,,,,,,50 g long  (10 links),,,,,RLIG50L,0,shopify,deny,manual,35.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,lb,,
iguana-meat,,,,,,,,75 g (7 links),,,,,RLIG75,0,shopify,deny,manual,35.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,lb,,
iguana-meat,,,,,,,,100 g (6 links),,,,,RLIG100,0,shopify,deny,manual,35.99,0.00,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/eee20ab4a01e65d0ac5c5f44a409d4de_598af2e5-9554-4217-bc9e-930a8fc314f7.png?v=1527477866,lb,,
20-pack-build-a-box,30 pack Build-A-Box,"<p>Build-a-box is our <strong>wholesale reptile food </strong><strong>subscription service that ships automatically at the interval you choose above</strong>.  If you'd like to make a one-time purchase, <a href=""https://reptilinks.com/collections/all"">please select products individually from our store</a>.  </p>
<p>Select 30 products in a bundle and save!  This is a subscription service that allows you to <strong>choose from our entire product lineup</strong> (mega-blend, chicken, rabbit, quail, guinea fowl, frog, micro and mini links, rats, mice, eggs, chicks, and scents!).  Your box is shipped to your door on the interval you choose!  You can swap products, delay, upgrade, and cancel your subscription right from your Reptilinks account! Your credit card is charged 7 days prior to each shipment.  Never miss a ship date again!  </p>
<p><strong>This box qualifies for FREE shipping, and provides 20-27% discount over standard prices</strong>, depending on products chosen. </p>",Reptilinks,,spo-disabled,TRUE,Title,Default Title,,,,,RLBAB30,1814,,deny,manual,768.00,1050.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/reptilinks_30pak.png?v=1527477852,1,30 pack Build-A-Box - Reptilinks,FALSE,,,,,,,,,,,,,,,,,lb,,
15-pack-build-a-box,15 pack Build-A-Box,"<p>Build-a-box is our <strong>wholesale reptile food </strong><strong>subscription service that ships automatically at the interval you choose above</strong>.  If you'd like to make a one-time purchase, please <a href=""https://reptilinks.com/collections/all"">select products individually from our store</a>.  </p>
<p>Select 15 products in a bundle and save!  This is a subscription service that allows you to choose from our entire product lineup (mega-blend, chicken, rabbit, quail, guinea fowl, frog, micro and mini links, rats, mice, eggs, chicks, and scents!).  Your box is shipped to your door on the interval you choose!  You can swap products, delay, upgrade, and cancel your subscription right from your Reptilinks account! Your credit card is charged 7 days prior to each shipment.  Never miss a ship date again!  </p>
<p><strong>This box qualifies for FREE shipping, and provides 15-23% discount</strong> over standard prices, depending on products chosen. </p>",Reptilinks,,spo-disabled,TRUE,Title,Default Title,,,,,RLBAB15,1814,,deny,manual,408.00,524.85,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/reptilinks_15pak.png?v=1527477851,1,15 pack Build-A-Box - Reptilinks,FALSE,,,,,,,,,,,,,,,,,lb,,
10-pack-build-a-box,10 pack Build-A-Box,"<p>Build-a-box is our <strong>wholesale reptile food </strong><strong>subscription service that ships automatically at the interval you choose above</strong>.  If you'd like to make a one-time purchase, please <a href=""https://reptilinks.com/collections/all"">select products individually from our store</a>.  </p>
<p>Select 10 products in a bundle and save!  This is a subscription service that allows you to choose from our entire product lineup (mega-blend, chicken, rabbit, quail, guinea fowl, frog, micro and mini links, rats, mice, eggs, chicks, and scents!).  Your box is shipped to your door on the interval you choose!  You can swap products, delay, upgrade, and cancel your subscription right from your Reptilinks account! Your credit card is charged 7 days prior to each shipment.  Never miss a ship date again!  <br></p>
<p><strong>This box qualifies for FREE shipping, and provides 10-18% discount</strong> over standard prices, depending on products chosen. </p>",Reptilinks,,spo-disabled,TRUE,Title,Default Title,,,,,RLBAB10,1814,,deny,manual,288.00,349.95,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/reptilinks_10pak.png?v=1527477851,1,10 pack Build-A-Box - Reptilinks,FALSE,,,,,,,,,,,,,,,,,lb,,
reptilinks-gift-card-1,Reptilinks Gift Card!,"<p>Shopping for someone else but not sure what to give them? Give them the gift of choice with a Reptilinks gift card.</p>
<p>Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no shipping or additional processing fees.  Perfect for any Reptile Enthusiast! </p>",Reptilinks,,spo-disabled,TRUE,Amount,$75.00,,,,,,0,,deny,gift_card,75.00,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/facebook_ad-2.jpg?v=1527477881,1,Reptilinks Gift Card! - Reptilinks,TRUE,,,,,,,,,,,,,,,,,lb,,
reptilinks-gift-card-1,,,,,,,,$100.00,,,,,,0,,deny,gift_card,100.00,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,lb,,
reptilinks-gift-card-1,,,,,,,,$200.00,,,,,,0,,deny,gift_card,200.00,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,lb,,
gift-card,Gift Card,"<p>Shopping for someone else but not sure what to give them? Give them the gift of choice with a Reptilinks gift card.</p>
<p>Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no shipping or additional processing fees.</p>",Reptilinks,Gift Card,spo-disabled,FALSE,Title,$50.00,,,,,,0,,continue,gift_card,50.00,,FALSE,FALSE,,https://cdn.shopify.com/s/files/1/2342/8803/products/facebook_ad-2_e6fba0f8-1aee-4384-9030-dd446e18d027.jpg?v=1527477864,1,Gift Card - Reptilinks,TRUE,,,,,,,,,,,,,,,,,lb,,
gift-card,,,,,,,,$100.00,,,,,,0,,continue,gift_card,100.00,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,lb,,
gift-card,,,,,,,,$200.00,,,,,,0,,continue,gift_card,200.00,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,lb,,
small-build-a-box,5 pack Build-A-Box,"<p>Build-a-box is our <strong>wholesale reptile food </strong><strong>subscription service that ships automatically at the interval you choose above</strong>.  If you'd like to make a one-time purchase, <a href=""https://reptilinks.com/collections/all"">please select products individually from our store</a>.  </p>
<p>Select 5 products in a bundle and save!  This is a subscription service that allows you to choose from our entire product lineup (mega-blend, chicken, rabbit, quail, guinea fowl, frog, micro and mini links, rats, mice, eggs, chicks, and scents!).  Your box is shipped to your door on the interval you choose!  You can swap products, delay, upgrade, and cancel your subscription right from your Reptilinks account! Your credit card is charged 7 days prior to each shipment.  Never miss a ship date again!  <br></p>
<p><strong>This box provides 5-15% discount over standard prices</strong>, depending on products chosen. </p>",Reptilinks,,spo-disabled,TRUE,Title,Default Title,,,,,RLBAB5,1814,,deny,manual,152.00,174.95,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/reptilinks_pak.png?v=1527477852,1,5 pack Build-A-Box - Reptilinks,FALSE,,,,,,,,,,,,,,,,,lb,,
small-build-a-box,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/Screen_Shot_2017-09-26_at_10.46.35_AM.png?v=1527477852,2,5 pack Build-A-Box - Reptilinks,,,,,,,,,,,,,,,,,,,,
white-mice,White Mice,"<p><strong>Please note: we are in the process of upgrading our facilities, during this time we will have no rodent inventory.  We will reassess the ability to carry rodents in the spring of 2020.  Thanks!</strong></p>
<p>Our white mice are locally bred and fed custom diets. Expect the same quality, excellent packaging, and superior customer service that put Reptilinks on the map!</p>",vendor-unknown,,"Carnivore, spo-disabled",TRUE,Mice Size,"Pinkies (< 3g each, 100 per bag)",,,,,RLWM2.5,0,shopify,deny,manual,39.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/fec21727e8c1b13d285caba647978518.jpg?v=1527477883,1,White Mice - Reptilinks,FALSE,,"Mice are vacuum sealed whole animals (not ground, not in link form)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/fec21727e8c1b13d285caba647978518.jpg?v=1527477883,lb,,
white-mice,,,,,,,,"Fuzzies (3-5g each, 50 per bag)",,,,,RLWM3,0,shopify,deny,manual,22.75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/fec21727e8c1b13d285caba647978518.jpg?v=1527477883,lb,,
white-mice,,,,,,,,"Hoppers (6-13g each, 50 per bag)",,,,,RLWM6,0,shopify,deny,manual,29.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/fec21727e8c1b13d285caba647978518.jpg?v=1527477883,lb,,
white-mice,,,,,,,,"Weanling (14-17g each, 50 per bag)",,,,,RLWM14,0,shopify,deny,manual,35.75,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/fec21727e8c1b13d285caba647978518.jpg?v=1527477883,lb,,
white-mice,,,,,,,,"Adult (17-30g each, 50 per bag)",,,,,RLWM17,0,shopify,deny,manual,39.00,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/fec21727e8c1b13d285caba647978518.jpg?v=1527477883,lb,,
white-mice,,,,,,,,"Large Adult (31+g each, 25 per bag)",,,,,RLWM31,0,shopify,deny,manual,21.25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/fec21727e8c1b13d285caba647978518.jpg?v=1527477883,lb,,
chicken-rabbit-fruits-veggies,"Chicken, Rabbit, Fruits & Veggies","<p>Ingredients: 50/50 blend of USDA organic chicken (includes whole bird except feathers) and rabbit (Ohio raised New Zealand white or California white breed, includes entire carcass) organic green beans, collard greens, dandelion greens, endive, blueberries, blackberries, and raspberries, 100% natural collagen casing.</p>",vendor-unknown,,"Omnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLCRFV8,0,,deny,manual,31.99,0.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,1,"Chicken, Rabbit, Fruits & Veggies - Reptilinks",FALSE,,"1/2 kg bundle&nbsp;(varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,lb,,
chicken-rabbit-fruits-veggies,,,,,,,,16-20 (24 links),,,,,RLCRFV16,0,,deny,manual,31.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,lb,,
chicken-rabbit-fruits-veggies,,,,,,,,25 g (20 links),,,,,RLCRFV25,0,,deny,manual,31.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,lb,,
chicken-rabbit-fruits-veggies,,,,,,,,50 g short (10 links),,,,,RLCRFV50S,0,,deny,manual,31.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,lb,,
chicken-rabbit-fruits-veggies,,,,,,,,50 g long (10 links),,,,,RLCRFV50L,0,,deny,manual,31.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,lb,,
chicken-rabbit-fruits-veggies,,,,,,,,75 g (7 links),,,,,RLCRFV75,0,,deny,manual,31.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,lb,,
chicken-rabbit-fruits-veggies,,,,,,,,100 g (6 links),,,,,RLCRFV100,0,,deny,manual,31.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_b45e60d1-ae05-40e6-a2d9-8451b6f8bdd4.png?v=1527477859,lb,,
chicken-fruits-veggies,"Chicken, Fruits & Veggies","<p>Ingredients: USDA certified organic chicken (includes whole bird and some feathers), organic green beans, collard greens, dandelion greens, endive, blueberries, blackberries, and raspberries, 100% natural collagen casing.</p>",Reptilinks,Linked-Prey,"Omnivore, spo-disabled",TRUE,Link Size,8-12 g (40 links),,,,,RLCFV8,0,,deny,manual,27.99,0.00,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,1,"Chicken, Fruits & Veggies - Reptilinks",FALSE,,"1/2 kg bundle&nbsp;(varying number of links, depending on size selected)",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,lb,,
chicken-fruits-veggies,,,,,,,,16-20 g (24 links),,,,,RLCFV16,0,,deny,manual,27.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,lb,,
chicken-fruits-veggies,,,,,,,,25 g (20 links),,,,,RLCFV25,0,,deny,manual,27.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,lb,,
chicken-fruits-veggies,,,,,,,,50 g short (10 links),,,,,RLCFV50S,0,,deny,manual,27.99,0.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2342/8803/products/2d7af88e343fa2eb454fae2766e400f2_25572ae3-c084-409e-a782-3197e251b5fd.png?v=1527477859,lb,,
